date,source,title,description,url,compound,pos,neg,neu,query
2026-03-14,RTE,Crude awakening: Europe reels from Trump's Gulf war,"The US-Israeli attack on Iran presents a cascade of political and economic problems, our Europe Editor Tony Connelly examines the matter of sky-rocketing oil and gases on EU members states.",https://www.rte.ie/news/analysis-and-comment/2026/0314/1563337-iran-war-analysis-comment/,-0.9231,0.023,0.282,0.695,"""carbon"" AND (ETS OR EUA OR ""emission trading"")"
2026-03-21,RTE,Europe seeks fresh momentum amid multiple crises,"EU policy advances that have languished for years as a result of member state resistance are being accelerated, in part thanks to the kind of chaos US President Donald Trump creates, writes Europe Editor Tony Connelly.",https://www.rte.ie/news/analysis-and-comment/2026/0321/1564432-middle-east-europe-crises/,0.3197,0.145,0.079,0.775,"""carbon"" AND (ETS OR EUA OR ""emission trading"")"
2026-03-20,YLE News,"Orpo hails EU climate compromise, urges ""Plan B"" for Ukraine loan","The Finnish PM said that EU support for Ukraine must be resolved, even if it means having a contingency plan.",https://yle.fi/a/74-20216372,0.5267,0.132,0.0,0.868,"""carbon"" AND (ETS OR EUA OR ""emission trading"")"
2026-03-27,PR Newswire UK,"FONDAZIONE MAIRE PRESENTED IN BERLIN THE ""CLIMATE GOALS"" STUDY IN THE FRAMEWORK OF MAIRE EUROPEAN STRATEGY LEVERAGING ON GERMANY","The study by Fondazione MAIRE – ETS with Ipsos Doxa has been monitoring public awareness of the energy transition worldwide since 2023 involving 2,850 individuals and 25 experts from 17 countries Germany emerges as one of the most informed and pragmatic count…",https://www.prnewswire.co.uk/news-releases/fondazione-maire-presented-in-berlin-the-climate-goals-study-in-the-framework-of-maire-european-strategy-leveraging-on-germany-302727536.html,0.2732,0.034,0.0,0.966,"""carbon"" AND (ETS OR EUA OR ""emission trading"")"
2026-03-19,Skepticalscience.com,Skeptical Science New Research for Week #12 2026,"Open access notables

The emerging human fingerprint on global extreme fire weather, Turco et al., Science Advances

Extreme fire weather (hot, dry, and windy conditions) has intensified globally, yet formally attributing this trend to anthropogenic climate c…",https://skepticalscience.com/new_research_2026_12.html,-0.7708,0.0,0.155,0.845,"""carbon"" AND (ETS OR EUA OR ""emission trading"")"
2026-03-24,GlobeNewswire,TURKCIMENTO Warns CBAM Default Values Risk Becoming Trade Barrier,Turkish cement producers warn that EU CBAM default emissions significantly overstate actual emissions Turkish cement producers warn that EU CBAM default emissions significantly overstate actual emissions,https://www.globenewswire.com/news-release/2026/03/24/3261022/0/en/TURKCIMENTO-Warns-CBAM-Default-Values-Risk-Becoming-Trade-Barrier.html,-0.2732,0.068,0.197,0.734,"""carbon"" AND (ETS OR EUA OR ""emission trading"")"
2026-03-12,Skepticalscience.com,Skeptical Science New Research for Week #11 2026,"Open access notables

Weather Rescue at Sea: Recovering Historical Weather Observations From 19th Century British Naval Ships, Teleti et al., Geoscience Data Journal 

Ship logbooks represent a critical source of historical meteorological data, providing valu…",https://skepticalscience.com/new_research_2026_11.html,-0.0772,0.069,0.096,0.835,"""carbon"" AND (ETS OR EUA OR ""emission trading"")"
2026-03-17,Www.gov.uk,Guidance: Companies and products awarded ETS CPS compensation,Companies and products awarded compensation for the indirect costs of the UK Emissions Trading Scheme (UK ETS) and Carbon Price Support (CPS) scheme by year.,https://www.gov.uk/government/publications/companies-and-products-awarded-ets-cps-compensation,0.7964,0.213,0.0,0.787,"""carbon"" AND (ETS OR EUA OR ""emission trading"")"
2026-03-12,Www.gov.uk,UK Emissions Trading Scheme: Regulating cross-boundary CCS pipelines,"The UK ETS Authority is seeking views on making regulatory requirements for cross-boundary carbon capture and storage (CCS) pipelines less complex, burdensome and costly.",https://www.gov.uk/government/consultations/uk-emissions-trading-scheme-regulating-cross-boundary-ccs-pipelines,-0.3862,0.038,0.115,0.847,"""carbon"" AND (ETS OR EUA OR ""emission trading"")"
2026-03-16,Wattsupwiththat.com,Weekly Climate and Energy News Roundup #683,"Quote of the Week: “…turbulence is the most important unsolved problem of classical physics.""— Richard Feynman,",https://wattsupwiththat.com/2026/03/16/weekly-climate-and-energy-news-roundup-683/,0.0591,0.154,0.109,0.736,"""carbon"" AND (ETS OR EUA OR ""emission trading"")"
2026-03-05,Financial Post,EU to Consider Options to Cut Energy Prices This Decade,"The European Union is set to discuss short-term options to lower energy prices in the coming years, while the green transition takes effect.",https://financialpost.com/pmn/business-pmn/eu-to-consider-options-to-cut-energy-prices-this-decade,-0.0258,0.112,0.115,0.773,"""carbon"" AND (ETS OR EUA OR ""emission trading"")"
2026-03-18,The Next Web,Homaio raises €3.6M to bring carbon allowance investing to retail,"The Paris startup opened the EU’s emissions trading market to private investors in 2024. Now it has the backing to expand into energy, electrification, and other markets shaping the industrial transition. Valentin Lautier says he got the idea for Homaio on th…",https://thenextweb.com/news/homaio-seed-round-carbon-allowances-energy-transition,0.5423,0.101,0.0,0.899,"""carbon"" AND (ETS OR EUA OR ""emission trading"")"
2026-03-27,Plos.org,Emission-reduction cooperation among technologically complementary manufacturers under a carbon cap-and-trade mechanism with price competition,"In recent years, driven by emission reduction targets, an increasing number of manufacturers producing similar products have been compelled to seek emission reduction cooperation even while competing in the market, a phenomenon that has attracted growing atte…",https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0345856,0.6124,0.13,0.0,0.87,"""carbon"" AND (ETS OR EUA OR ""emission trading"")"
2026-03-11,Protothema.gr,"Ursula von der Leyen: We all stand in solidarity with Cyprus, your security is our security","She stressed that the EU strategy must continue to be based on domestic energy sources, namely renewables and nuclear energy
The post Ursula von der Leyen: We all stand in solidarity with Cyprus, your security is our security appeared first on ProtoThema Engl…",https://en.protothema.gr/2026/03/11/ursula-von-der-leyen-we-all-stand-in-solidarity-with-cyprus-your-security-is-our-security/,0.9153,0.258,0.034,0.708,"""carbon"" AND (ETS OR EUA OR ""emission trading"")"
2026-03-20,POLITICO.eu,Von der Leyen promises ETS tweaks in ‘days’,"The Commission president also floated a €30 billion ""ETS investment booster"" to help industry decarbonize.",https://www.politico.eu/article/von-der-leyen-promises-ets-tweaks-in-days-emissions-trading-carbon-market-electricity-bills/,0.6486,0.202,0.0,0.798,"""carbon"" AND (ETS OR EUA OR ""emission trading"")"
2026-03-13,POLITICO.eu,How the Iran energy panic supercharged Europe’s great climate debate,A war-fueled spike in oil and gas prices has divided EU countries into the green and not-so-green.,https://www.politico.eu/article/how-iran-energy-panic-supercharged-europe-ets-climate-debate/,0.6249,0.242,0.095,0.663,"""carbon"" AND (ETS OR EUA OR ""emission trading"")"
2026-03-05,POLITICO.eu,Big EU lobby groups exaggerated industry support for attack on carbon price,"A letter to EU leaders was issued ‘on behalf of’ 1,300 signatories. Some firms deny they supported the demands.",https://www.politico.eu/article/big-eu-lobby-groups-exaggerated-industry-support-attack-carbon-price/,-0.2023,0.161,0.182,0.658,"""carbon"" AND (ETS OR EUA OR ""emission trading"")"
2026-03-06,Plos.org,A full belly counsels well: More stabilisation with more responsibility,Design/methodology/approach This paper uses the data of Chinese A-share listed companies from 2009 to 2022 to study the impact of supply chain stability on corporate ESG performance.   Purpose To study the impact and mechanism of supply chain stability on cor…,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0344283,0.2732,0.041,0.0,0.959,"""carbon"" AND (ETS OR EUA OR ""emission trading"")"
2026-03-05,Gizmodo.com,This Startup Wants to Tuck Data Centers Beneath Offshore Wind Turbines,Aikido Technologies has come up with a new way to bring renewable energy to the AI industry.,https://gizmodo.com/this-startup-wants-to-tuck-data-centers-beneath-offshore-wind-turbines-2000729795,0.34,0.116,0.0,0.884,"""renewable energy"" AND (Spain OR Portugal OR Iberia OR generation)"
2026-03-18,BBC News,Wales strikes deal to speed up renewable energy schemes,"The impact of the war in the Middle East on oil prices makes energy independence more important, ministers say.",https://www.bbc.com/news/articles/czj1jv034nwo,-0.204,0.211,0.178,0.611,"""renewable energy"" AND (Spain OR Portugal OR Iberia OR generation)"
2026-03-02,Techmeme.com,"AWS plans to invest an additional €18B in Aragon, Spain, taking its total investment to €33.7B; its Aragon facilities have used 100% renewable energy since 2022 (Cristina Cueto/DatacenterDynamics)","Cristina Cueto / DatacenterDynamics:
AWS plans to invest an additional €18B in Aragon, Spain, taking its total investment to €33.7B; its Aragon facilities have used 100% renewable energy since 2022  —  Including facilities for the manufacture, assembly, stora…",https://www.techmeme.com/260302/p20,0.5859,0.099,0.0,0.901,"""renewable energy"" AND (Spain OR Portugal OR Iberia OR generation)"
2026-03-06,Nature.com,Celebrate women in research and the networks that sustain them,"On International Women’s Day, we celebrate technology pioneers and recognize the mentorship that is necessary to inspire the current generation and those of the future.",https://www.nature.com/articles/d41586-026-00761-z,0.9022,0.258,0.0,0.742,"""renewable energy"" AND (Spain OR Portugal OR Iberia OR generation)"
2026-03-12,Grist,"In rural West Texas, renewable energy brings a windfall for seniors",How officials in Crockett County are using wind investments to help older residents age in place.,https://grist.org/solutions/in-ozona-rural-west-texas-wind-energy-helps-seniors-age-in-place/,0.6249,0.203,0.0,0.797,"""renewable energy"" AND (Spain OR Portugal OR Iberia OR generation)"
2026-03-08,Yanko Design,5 Solar Panel Designs So Beautiful You’d Never Know They’re Generating Power,"5 Solar Panel Designs So Beautiful You’d Never Know They’re Generating PowerA quiet revolution is reshaping the future of sustainable architecture. Instead of treating buildings merely as energy-saving shells, designers are now turning them into active...",https://www.yankodesign.com/2026/03/08/5-solar-panel-designs-so-beautiful-youd-never-know-theyre-generating-power/,0.9285,0.22,0.0,0.78,"""renewable energy"" AND (Spain OR Portugal OR Iberia OR generation)"
2026-03-10,Yahoo Entertainment,How Nextpower (NXT) Is Positioning for Italy’s Agrivoltaics Buildout,"Nextpower Inc. (NASDAQ:NXT) is one of the 10 Best Renewable Energy Stocks to Buy Now. On March 4, 2026, Nextpower said its Europe unit was showcasing an...",https://finance.yahoo.com/news/nextpower-nxt-positioning-italy-agrivoltaics-162648690.html,0.765,0.187,0.0,0.813,"""renewable energy"" AND (Spain OR Portugal OR Iberia OR generation)"
2026-03-12,CleanTechnica,"In Battle Against Renewable Energy Investing, Texas AG Is All Hat — No Cattle","The case for renewable energy is stronger than ever before in Texas, despite the efforts of State AG and US Senate hopeful Ken Paxton to go to bat for coal power.
The post In Battle Against Renewable Energy Investing, Texas AG Is All Hat — No Cattle appeared …",https://cleantechnica.com/2026/03/12/in-battle-against-renewable-energy-investing-texas-ag-is-all-hat-no-cattle/,0.5423,0.21,0.125,0.665,"""renewable energy"" AND (Spain OR Portugal OR Iberia OR generation)"
2026-03-11,ArchDaily,How Architecture Is Learning to Generate Its Own Energy,"Beyond being a source of life, the power of the sun in architecture has long been tied to humanity's need to harness and control it as a vital resource. Since ancient times, solar energy has been used to measure time, support planting and harvesting, and prov…",https://www.archdaily.com/1038623/how-architecture-is-learning-to-generate-its-own-energy,0.7964,0.151,0.0,0.849,"""renewable energy"" AND (Spain OR Portugal OR Iberia OR generation)"
2026-03-11,Science Daily,Scientists turn scrap car aluminum into high-performance metal for new vehicles,"Scientists at Oak Ridge National Laboratory have created a new aluminum alloy called RidgeAlloy that can turn contaminated car-body scrap into strong structural vehicle parts. Normally, impurities introduced during recycling make this scrap unsuitable for hig…",https://www.sciencedaily.com/releases/2026/03/260309225217.htm,0.6486,0.105,0.0,0.895,"""renewable energy"" AND (Spain OR Portugal OR Iberia OR generation)"
2026-03-11,Geeky Gadgets,Flywheel and Sodium-Ion Battery Hybrids Target Short Power Spikes on Renewables,The transition to renewable energy has introduced a critical challenge: maintaining grid stability in the absence of traditional inertia provided by fossil fuel-based power plants. Without the rotational motion of turbines that historically buffered grids aga…,https://www.geeky-gadgets.com/renewables-stability-flywheels/,0.1027,0.094,0.046,0.86,"""renewable energy"" AND (Spain OR Portugal OR Iberia OR generation)"
2026-03-09,Grist,The future of geothermal energy may depend on fossil fuel workers,The next generation of geothermal energy is drawing on decades of talent and technical expertise developed in the oil and gas industries.,https://grist.org/energy/the-future-of-geothermal-energy-may-depend-on-fossil-fuel-workers/,0.7184,0.189,0.0,0.811,"""renewable energy"" AND (Spain OR Portugal OR Iberia OR generation)"
2026-03-30,The Indian Express,Centre may add battery storage under revamped PM-KUSUM 2.0,Centre extended timeline for financial closure & completion of projects under PM-KUSUM scheme on Saturday.,https://indianexpress.com/article/business/centre-may-add-battery-storage-under-revamped-pm-kusum-2-0-10608644/,0.0,0.0,0.0,1.0,"""renewable energy"" AND (Spain OR Portugal OR Iberia OR generation)"
2026-03-06,CleanTechnica,Wind on Oʻahu: A Modest but Valuable Complement to Solar,Any serious discussion of renewable energy on Oʻahu should begin with a clear understanding of how much electricity the island actually needs once fossil fuel end uses are electrified. Earlier analysis constructed a fully electrified civilian energy Sankey fo…,https://cleantechnica.com/2026/03/06/wind-on-oʻahu-a-modest-but-valuable-complement-to-solar/,0.9223,0.248,0.025,0.727,"""renewable energy"" AND (Spain OR Portugal OR Iberia OR generation)"
2026-03-20,The Indian Express,"Kisan Mela at PAU begins today, V-C urges farmers to attend amid inclement weather",The varsity will be selling high quality paddy seeds for the upcoming kharif season at the Mela. The Mela will reportedly be attended by thousands of farmers not just from Punjab but across the northern region.,https://indianexpress.com/article/cities/chandigarh/pau-kisan-mela-ludhiana-seeds-paddy-varieties-weather-updates-10591442/,0.0,0.0,0.0,1.0,"""renewable energy"" AND (Spain OR Portugal OR Iberia OR generation)"
2026-03-13,New Atlas,Ambitious startup plans to put AI data centers in offshore wind turbines,"What do you get when you combine distressed offshore wind energy sites, surging AI energy demands, and not-in-my-backyard sentiments towards data centers? One company is combining all three problems into a solution: floating offshore data centers.Continue Rea…",https://newatlas.com/energy/aikido-technologies-ai-data-centers-offshore-wind-turbines/,0.4767,0.165,0.095,0.74,"""renewable energy"" AND (Spain OR Portugal OR Iberia OR generation)"
2026-03-07,ABC News (AU),Irony as offshore wind-farm survey solves 150yo coal supply-ship mystery,"A renewable energy company's search for an offshore wind farm site leads divers to the wreckage of the City of Hobart, which sank nearly 150 years ago off Victoria's east coast.",https://www.abc.net.au/news/2026-03-08/city-of-hobart-shipwreck-found-off-gippsland-coast/106268896,0.5106,0.126,0.027,0.847,"""renewable energy"" AND (Spain OR Portugal OR Iberia OR generation)"
2026-03-13,Wattsupwiththat.com,Barclays Sounds the Alarm on Renewable Energy,"Yet, as the Barclays analysts point out, the real risks now lurk in the renewable sector. “Stranded-asset risk is becoming system wide,” the paper warns. “Historically, stranding meant coal plants. Today, renewables facing multi-year interconnection queues, c…",https://wattsupwiththat.com/2026/03/12/barclays-sounds-the-alarm-on-renewable-energy/,-0.6249,0.093,0.194,0.713,"""renewable energy"" AND (Spain OR Portugal OR Iberia OR generation)"
2026-03-08,New Atlas,US advances nuclear revival with approval of Natrium Gen IV reactor,The United States has taken a step toward a 21st-century renaissance in civilian nuclear power as the Nuclear Regulatory Commission (NRC) has given the go-ahead for TerraPower's Natrium Gen IV reactor to begin construction – the first such approval for a US r…,https://newatlas.com/energy/natrium-nuclear-plant-construction-green-light/,0.8402,0.15,0.0,0.85,"""renewable energy"" AND (Spain OR Portugal OR Iberia OR generation)"
2026-03-18,Al Jazeera English,European groups join aid convoy to Cuba amid crippling oil blockade,Millions have been plunged into darkness in Cuba as the US's total blockade has meant no fuel shipments in three months.,https://www.aljazeera.com/news/2026/3/18/as-cuba-found-flotilla-leaves-italy-europe-divided-over-stance-on-crisis,-0.25,0.062,0.119,0.819,"""renewable energy"" AND (Spain OR Portugal OR Iberia OR generation)"
2026-03-28,Tom's Hardware UK,Meta to fund seven new natural gas power plants to fuel AI data centers — Entergy partnership to deliver 7 gigawatts of power for Louisiana AI facility,"Meta is paying for the construction of seven new natural gas plants to supply its largest data center, massively expanding the fossil fuel infrastructure underpinning its AI buildout.",https://www.tomshardware.com/tech-industry/artificial-intelligence/meta-will-fund-seven-new-gas-plants-to-power-its-7gw-louisiana-data-center,0.6124,0.086,0.0,0.914,"""renewable energy"" AND (Spain OR Portugal OR Iberia OR generation)"
2026-03-07,Yanko Design,5 Floating Designs That Look Like Photoshop (But They’re Real),"5 Floating Designs That Look Like Photoshop (But They’re Real)Floating design is a product-led architectural approach that prioritizes spatial freedom and visual continuity. By lifting elements from the ground, spatial and product design achieves...",https://www.yankodesign.com/2026/03/07/5-floating-designs-that-look-like-photoshop-but-theyre-real/,0.8957,0.208,0.0,0.792,"""renewable energy"" AND (Spain OR Portugal OR Iberia OR generation)"
2026-03-27,Nature.com,Future rooftop photovoltaics will weaken carbon mitigation but offer promising water and land benefits,"This study maps China’s rooftop PV potential across 349 cities through 2050. It reveals diverging trajectories where carbon mitigation peaks in 2035–2040, yet water and land savings rise continuously, highlighting PV system’s evolving systemic value.",https://www.nature.com/articles/s41467-026-70923-0,0.8462,0.176,0.033,0.79,"""renewable energy"" AND (Spain OR Portugal OR Iberia OR generation)"
2026-03-04,Al Jazeera English,China set to release new five-year plan at National People’s Congress,Beijing is expected to set a growth target of 4.5 to 5 percent cent for 2026 at this week's NPC.,https://www.aljazeera.com/news/2026/3/4/china-set-to-release-new-five-year-plan-at-national-peoples-congress,0.3818,0.08,0.0,0.92,"""renewable energy"" AND (Spain OR Portugal OR Iberia OR generation)"
2026-03-05,CleanTechnica,Spotlight On Texas As Trump Makes Solar Power Great Again,"Oh the irony, it burns. US President Donald Trump swept into office with a vendetta against electric vehicles along with wind and solar power, only to upend the political calculation by launching a war against Iran. EVs are more attractive now that the price …",https://cleantechnica.com/2026/03/05/spotlight-on-texas-as-trump-makes-solar-power-great-again/,0.4927,0.115,0.08,0.805,"""renewable energy"" AND (Spain OR Portugal OR Iberia OR generation)"
2026-03-26,Naturalnews.com,Debate intensifies over South Africa’s energy future and the role of coal,"In South Africa, critics warn that overreliance on renewable energy like wind and solar could threaten long-term energy security and economic stability. Analysts emphasize the importance of a balanced energy mix, highlighting baseload power (coal and nuclear)…",https://www.naturalnews.com/2026-03-26-debate-intensifies-over-south-africas-energy-future.html,0.836,0.279,0.101,0.62,"""renewable energy"" AND (Spain OR Portugal OR Iberia OR generation)"
2026-03-30,Geeky Gadgets,Are Biofuels Worse Than Fossil Fuels? Why They’re Not the Climate Solution,"Biofuels are often promoted as a cleaner alternative to fossil fuels, but their environmental and social impacts are far from straightforward. Just Have a Think examines the complexities of biofuel production, including the significant challenges posed by lan…",https://www.geeky-gadgets.com/biofuels-fossil-fuels-comparison/,0.3333,0.127,0.065,0.808,"""renewable energy"" AND (Spain OR Portugal OR Iberia OR generation)"
2026-03-02,Nature.com,Hippopotamus optimization–tuned sigmoid PID controller for load frequency control of a two-area thermal power system with renewable energy sources,Scientific Reports - Hippopotamus optimization–tuned sigmoid PID controller for load frequency control of a two-area thermal power system with renewable energy sources,https://www.nature.com/articles/s41598-026-41620-1,0.5859,0.155,0.0,0.845,"""renewable energy"" AND (Spain OR Portugal OR Iberia OR generation)"
2026-03-30,Nature.com,How buildings and cities can be aligned with life,"Following nature’s patterns, not fighting them, is the way forward for the built environment.",https://www.nature.com/articles/d41586-026-00971-5,0.2755,0.088,0.0,0.912,"""renewable energy"" AND (Spain OR Portugal OR Iberia OR generation)"
2026-03-25,CleanTechnica,"More Solar Power, 2x Faster With Maximo Robots","A new generation of powerful, heat-tolerant robot helpers will enable utility-scale developers to build more solar power plants in the US, more quickly, than ever before.
The post More Solar Power, 2x Faster With Maximo Robots appeared first on CleanTechnica.",https://cleantechnica.com/2026/03/25/more-solar-power-2x-faster-with-maximo-robots/,0.5994,0.096,0.0,0.904,"""renewable energy"" AND (Spain OR Portugal OR Iberia OR generation)"
2026-03-18,Nature.com,"Affordable mobility for all: why we need smaller, cheaper electric vehicles","A cross between e-bikes and electric cars, low-speed electric vehicles are easier to build and run and are greener than larger alternatives.",https://www.nature.com/articles/d41586-026-00779-3,0.4215,0.08,0.0,0.92,"""renewable energy"" AND (Spain OR Portugal OR Iberia OR generation)"
2026-03-04,Electrek,Germany is getting a wind + solar hybrid power plant – here’s how it works,"European energy giant Vattenfall has started construction on a new hybrid renewable energy project in southwest Germany that combines wind and solar power at a single site.



 more…",http://electrek.co/2026/03/04/germany-wind-solar-hybrid-power-plant-vattenfall/,0.5423,0.121,0.0,0.879,"""renewable energy"" AND (Spain OR Portugal OR Iberia OR generation)"
2026-03-05,Electrek,Floating wind turbines could soon power AI data centers at sea,"Aikido Technologies has unveiled a concept that combines floating offshore wind turbines, battery storage, and AI data centers on a single platform.



The offshore infrastructure company says its new platform, called AO60DC, is designed to co‑locate AI-grade…",http://electrek.co/2026/03/05/floating-wind-turbines-could-soon-power-ai-data-centers-at-sea/,0.0,0.0,0.0,1.0,"""renewable energy"" AND (Spain OR Portugal OR Iberia OR generation)"
2026-03-19,Electrek,LEGO is building a huge solar park at its new US factory,"The LEGO Group is installing a large solar array at its new US factory in Chesterfield County, Virginia, as it moves toward powering the site with 100% renewable energy.



 more…",http://electrek.co/2026/03/19/lego-is-building-a-huge-solar-park-at-its-new-us-factory/,0.5719,0.128,0.0,0.872,"""renewable energy"" AND (Spain OR Portugal OR Iberia OR generation)"
2026-03-27,Insurance Journal,Energy Fallout From Iran War Signals Global Wake-Up Call for Renewable Energy,"The war in Iran is exposing the world’s reliance on fragile fossil fuel routes, lending urgency to calls for hastening the shift to renewable energy. Fighting has all but halted oil exports through the Strait of Hormuz, the narrow waterway …",https://www.insurancejournal.com/news/international/2026/03/27/863556.htm,-0.5023,0.117,0.139,0.744,"""renewable energy"" AND (Spain OR Portugal OR Iberia OR generation)"
2026-03-19,Naturalnews.com,U.S. Government Weighs Up to $1 Billion in Compensation to Terminate TotalEnergies Offshore Wind Projects,"Introduction The U.S. Department of the Interior is considering compensation payments potentially totaling $1 billion to French energy giant TotalEnergies SE for the termination of its offshore wind leases, according to government and industry sources. [1] [2…",https://www.naturalnews.com/2026-03-19-us-weighs-compensation-to-end-totalenergies-projects.html,0.2732,0.04,0.0,0.96,"""renewable energy"" AND (Spain OR Portugal OR Iberia OR generation)"
2026-03-23,Hurriyet Daily News,Students generate power by pedaling at Istanbul school,"In Istanbul’s Büyükçekmece district, students at a middle school are turning physical activity into renewable energy by producing electricity through pedal-powered bicycles installed in the schoolyard.",https://www.hurriyetdailynews.com/students-generate-power-by-pedaling-at-istanbul-school-220222,0.34,0.096,0.0,0.904,"""renewable energy"" AND (Spain OR Portugal OR Iberia OR generation)"
2026-03-06,CleanTechnica,"While Hinkley Nuclear Was Being Built, The UK Grid Decarbonized","The latest announcement about Hinkley Point C was predictable. The first reactor at the plant in Somerset is now expected to begin generating electricity in 2030. The cost estimate has climbed again, now reaching roughly £35B in 2015 pounds or about £49B in c…",https://cleantechnica.com/2026/03/06/while-hinkley-nuclear-was-being-built-the-uk-grid-decarbonized/,0.2023,0.033,0.0,0.967,"""renewable energy"" AND (Spain OR Portugal OR Iberia OR generation)"
2026-03-27,The Conversation Africa,War in the Middle East made the case for renewables – what’s happening in each country tells a harder story,"Countries don’t just switch from fossil fuels to renewable energy sources. Each takes its own path, depending on its economy, international trade relations and government stability.",https://theconversation.com/war-in-the-middle-east-made-the-case-for-renewables-whats-happening-in-each-country-tells-a-harder-story-278759,-0.3612,0.068,0.078,0.855,"""renewable energy"" AND (Spain OR Portugal OR Iberia OR generation)"
2026-03-09,TheJournal.ie,Ireland to miss its renewable energy targets up to 2030,"Ireland’s target for the end of this decade is 34.1%, and it is likely that this target will be increased in the coming years.",https://www.thejournal.ie/renewable-energy-targets-ireland-6979693-Mar2026/,0.4404,0.148,0.043,0.809,"""renewable energy"" AND (Spain OR Portugal OR Iberia OR generation)"
2026-03-26,Yale.edu,"As It Boosts Renewables, China Still Can't Break Its Coal Addiction","Despite being a renewables superpower, China continues to permit and build new coal-fired power plants at a rapid pace. Analysts say the nation’s new five-year plan will ensure further coal plant expansion and jeopardize China’s ability to deliver on its clim…",https://e360.yale.edu/features/china-coal-five-year-plan,0.7351,0.128,0.0,0.872,"""renewable energy"" AND (Spain OR Portugal OR Iberia OR generation)"
2026-03-05,Financial Post,Nodal Exchange Achieves Trading Records in Natural Gas and Environmental Markets in February,WASHINGTON — Nodal continues to be the market leader in North American power futures achieving 56% of the open interest with 1.5 billion MWh at the end of February. The open interest represents over $160 billion of notional value (both sides). The traded volu…,https://financialpost.com/pmn/business-wire-news-releases-pmn/nodal-exchange-achieves-trading-records-in-natural-gas-and-environmental-markets-in-february,0.872,0.171,0.0,0.829,"""electricity futures"" OR ""power futures"" OR OMIP OR MIBEL"
2026-03-27,Nature.com,Rapid subsurface warming in the subpolar North Atlantic from freshening,"The North Atlantic subpolar gyre has freshened over recent decades, a trend projected to intensify under continued global warming. This study shows that the resulting increase in stratification drives &nbsp;~&nbsp;1°C subsurface warming within a decade and a …",https://www.nature.com/articles/s41467-026-70635-5,0.6249,0.139,0.0,0.861,"""electricity futures"" OR ""power futures"" OR OMIP OR MIBEL"
2026-03-10,New Zealand Herald,Prime Minister Christopher Luxon survives gruelling days at Parliament – Thomas Coughlan,"OPINION: There’s a lot of pressure on the PM, who is prone to verbal fumbles and gaffes.",https://www.nzherald.co.nz/nz/politics/prime-minister-christopher-luxon-survives-gruelling-days-at-parliament-thomas-coughlan/premium/PYZ3LMCJAJB5DMQZQ4FCVSPZWI/,-0.296,0.0,0.073,0.927,"""electricity futures"" OR ""power futures"" OR OMIP OR MIBEL"
2026-03-05,Dynomight.net,Maybe There's a Pattern Here?,Inventors and impacts,https://dynomight.net/pattern/,0.0,0.0,0.0,1.0,"""European power"" AND (market OR price OR wholesale)"
2026-03-28,Pypi.org,nexa-marketdata 0.1.0b2,Unified API client for European power market data sources,https://pypi.org/project/nexa-marketdata/0.1.0b2/,0.3818,0.206,0.0,0.794,"""European power"" AND (market OR price OR wholesale)"
2026-03-17,Financial Post,Europe’s Green Power Revolution Softens Iran Energy Price Shock,"Europe’s power market is facing its first serious geopolitical stress test since the 2022 energy crisis — and, so far, it’s holding up.",https://financialpost.com/pmn/business-pmn/europes-green-power-revolution-softens-iran-energy-price-shock,-0.765,0.102,0.263,0.634,"""European power"" AND (market OR price OR wholesale)"
2026-03-13,GlobeNewswire,Statkraft joins leading power companies in call to safeguard EU ETS and strengthen Europe’s competitiveness,"(Oslo / Brussels, 13 March 2026) Eight major European energy companies urge EU leaders to protect proven market mechanisms and accelerate the clean energy transition.– Statkraft, Europe’s largest renewable energy producer, joins seven other major European pow…",https://www.globenewswire.com/news-release/2026/03/13/3255372/0/en/Statkraft-joins-leading-power-companies-in-call-to-safeguard-EU-ETS-and-strengthen-Europe-s-competitiveness.html,0.9334,0.291,0.0,0.709,"""European power"" AND (market OR price OR wholesale)"
2026-03-04,OilPrice.com,Strait of Hormuz Closure Sends European Gas Benchmark Soaring,"Military strikes in the Middle East and the effective closure of the Strait of Hormuz have triggered one of the sharpest moves in European gas markets over the past year, with the Title Transfer Facility (TTF) benchmark surging on disrupted liquefied natural …",https://oilprice.com/Energy/Natural-Gas/Strait-of-Hormuz-Closure-Sends-European-Gas-Benchmark-Soaring.html,0.4767,0.098,0.044,0.858,"""European power"" AND (market OR price OR wholesale)"
2026-03-15,Pypi.org,nexa-bidkit added to PyPI,Day-ahead and intraday auction bid generation for European power markets,https://pypi.org/project/nexa-bidkit/,0.0,0.0,0.0,1.0,"""European power"" AND (market OR price OR wholesale)"
2026-03-28,Pypi.org,nexa-marketdata added to PyPI,Unified API client for European power market data sources,https://pypi.org/project/nexa-marketdata/,0.3818,0.178,0.0,0.822,"""European power"" AND (market OR price OR wholesale)"
2026-03-02,GlobeNewswire,Euronext appoints Judith Stein as Head of Investor Relations,Euronext appoints Judith Stein as Head of Investor Relations...,https://www.globenewswire.com/news-release/2026/03/02/3247054/0/en/Euronext-appoints-Judith-Stein-as-Head-of-Investor-Relations.html,0.0,0.0,0.0,1.0,"""European power"" AND (market OR price OR wholesale)"
